target,date,sample_count,top10_count,top50_count,ic,rank_ic,universe_mean_target,top10_mean_target,top50_mean_target,top10_excess_target,top50_excess_target
Y_future_5d_return,2025-06-03,100,10,50,-0.2593274378623049,-0.12323202021808996,0.014120462869681168,0.01159425828282243,0.010877011107784879,-0.0025262045868587376,-0.0032434517618962887
Y_future_5d_return,2025-06-04,100,10,50,0.016254631931592697,0.11049637560202406,0.012347369474210819,0.01414264861153025,0.01288873133981721,0.0017952791373194322,0.000541361865606391
Y_future_5d_return,2025-06-05,100,10,50,-0.11431685447981119,-0.04156028070910007,0.01003553924493632,0.016730978929841163,0.007878531282382677,0.006695439684904842,-0.0021570079625536434
Y_future_5d_return,2025-06-06,100,10,50,-0.11027678773246573,0.11896932457291891,0.001161440337237282,0.0010742040185672695,0.0009330616411372919,-8.723631867001255e-05,-0.00022837869609999015
Y_future_5d_return,2025-06-09,100,10,50,-0.007783048183710248,0.17830117923354633,-0.0036489363128544795,0.0027387143523075795,-0.00227838101715443,0.006387650665162059,0.0013705552957000494
Y_future_5d_return,2025-06-10,100,10,50,0.31035019200601527,0.21673227403029785,-0.0030392819133320155,-0.0013130300387603697,-0.00021446343415479574,0.0017262518745716458,0.00282481847917722
Y_future_5d_return,2025-06-11,100,10,50,0.12266395537448928,0.24501823008810797,-0.009096098281329514,-0.007610403612311039,-0.006906865598343277,0.0014856946690184752,0.002189232682986237
Y_future_5d_return,2025-06-12,100,10,50,0.3500256321195236,0.10408640864086406,-0.019711746545853222,-0.00972219021377409,-0.018274642931556877,0.009989556332079132,0.001437103614296345
Y_future_5d_return,2025-06-13,100,10,50,0.23563571678113787,0.09102583339930886,-0.01267010617895308,-0.01120295483919154,-0.011952646916935214,0.00146715133976154,0.0007174592620178659
Y_future_5d_return,2025-06-16,100,10,50,0.252999367006663,0.155206451886694,-0.010067626506347184,-0.0026348541252276697,-0.010006293297654454,0.007432772381119515,6.133320869272998e-05
Y_future_5d_return,2025-06-17,100,10,50,-0.18480077942995055,-0.16769276927692767,0.006448749264234387,0.0026858509065872103,0.004133072322010857,-0.003762898357647177,-0.00231567694222353
Y_future_5d_return,2025-06-18,100,10,50,-0.2987388429326868,-0.29003300330033005,0.018814152099295763,0.0082775901269768,0.014940332725763904,-0.010536561972318963,-0.003873819373531859
Y_future_5d_return,2025-06-19,100,10,50,-0.34135036191116874,-0.1387338733873387,0.025328163133450193,0.00693265460165039,0.0231180392437228,-0.018395508531799803,-0.002210123889727394
Y_future_5d_return,2025-06-20,100,10,50,-0.1117574165292411,-0.21534953495349532,0.02753382669054287,0.01596323590155749,0.025220600107661303,-0.01157059078898538,-0.0023132265828815675
Y_future_5d_return,2025-06-23,100,10,50,-0.021157478116115295,-0.07471369551097386,0.029315977169459065,0.02567229372219666,0.025539043165391576,-0.003643683447262406,-0.0037769340040674886
Y_future_5d_return,2025-06-24,100,10,50,0.10812880983376696,0.13956614366148895,0.017268314741833962,0.01664443703823942,0.01911016932377759,-0.0006238777035945421,0.0018418545819436291
Y_future_5d_return,2025-06-25,100,10,50,-0.2421225864104913,-0.16090540050589192,0.0027628923839939246,-0.002083480422475521,-0.001299869649447338,-0.004846372806469446,-0.004062762033441263
Y_future_5d_return,2025-06-26,100,10,50,-0.11717980766237061,-0.07931016894775854,0.013005951155902463,0.0037285905939092702,0.013338963335159233,-0.009277360561993193,0.00033301217925676974
Y_future_5d_return,2025-06-27,100,10,50,-0.01004556055970675,0.16626462646264623,0.012202132521943774,0.007207822894744921,0.014188728913131603,-0.0049943096271988525,0.001986596391187829
Y_future_5d_return,2025-06-30,100,10,50,-0.13177502090009918,-0.06995109367365966,0.0005318930047121373,-0.0013595367436663598,-7.379370896911749e-05,-0.0018914297483784972,-0.0006056867136812549
Y_future_5d_return,2025-07-01,100,10,50,0.07748145102821834,0.08491703925332056,0.009612836202764092,0.012938971457821219,0.009815455824407179,0.0033261352550571274,0.00020261962164308707
Y_future_5d_return,2025-07-02,100,10,50,0.13980468523540074,0.10306630663066306,0.010796749823997833,0.00615564772776941,0.011320490480857277,-0.004641102096228423,0.0005237406568594435
Y_future_5d_return,2025-07-03,100,10,50,0.20668841822018677,0.2379965136419762,0.00909882987611576,0.01464313252732979,0.01106898295286821,0.00554430265121403,0.0019701530767524487
Y_future_5d_return,2025-07-04,100,10,50,0.06513277924365692,-0.02468054209594695,0.01604932045020982,0.01718064920399496,0.015368970695273234,0.0011313287537851394,-0.0006803497549365857
Y_future_5d_return,2025-07-07,100,10,50,0.01616228501114414,-0.035703570357035704,0.020889968724804527,0.017947059340237628,0.020862778815664354,-0.0029429093845668997,-2.7189909140173246e-05
Y_future_5d_return,2025-07-08,100,10,50,-0.17037131315489623,-0.023516422191591564,0.013270277075982375,0.005989310051415101,0.015114123676540123,-0.007280967024567275,0.0018438466005577473
Y_future_5d_return,2025-07-09,100,10,50,-0.24099845176999324,-0.1450388551164411,0.014403092803237094,0.00780374177372486,0.012818637029847478,-0.0065993510295122345,-0.0015844557733896165
Y_future_5d_return,2025-07-10,100,10,50,-0.23783504078437154,-0.16327632763276326,0.01927212032561449,0.0054489791154716605,0.014297326698150646,-0.01382314121014283,-0.004974793627463845
Y_future_5d_return,2025-07-11,100,10,50,-0.21356479963576144,0.04173429863294701,0.01866608693867891,0.02111502732384147,0.01765075119252204,0.0024489403851625582,-0.0010153357461568716
Y_future_5d_return,2025-07-14,100,10,50,-0.0825013670128028,-0.1003183327887287,0.024462854789415393,0.016996446672609793,0.022345302848665496,-0.007466408116805601,-0.002117551940749897
Y_future_5d_return,2025-07-15,100,10,50,0.17425956345335245,0.06635463546354634,0.029119541122645434,0.026507906430716176,0.03361492698028122,-0.0026116346919292585,0.004495385857635786
Y_future_5d_return,2025-07-16,100,10,50,0.16273529449847782,0.039814100852566994,0.029770849314124537,0.028036707944826277,0.02906755309313616,-0.0017341413692982602,-0.000703296220988376
Y_future_5d_return,2025-07-17,100,10,50,-0.10400129179130302,-0.10793879387938793,0.030338163782051973,0.024045739078007104,0.03026055645025012,-0.006292424704044869,-7.760733180185372e-05
Y_future_5d_return,2025-07-18,100,10,50,0.08723180172028755,-0.014569500658633406,0.022031395001035504,0.019635477791538923,0.021725233387990338,-0.0023959172094965807,-0.00030616161304516595
Y_future_5d_return,2025-07-21,100,10,50,-0.07313424604607231,-0.1414341434143414,0.01935634106185962,0.01899132289096529,0.018221646236200723,-0.0003650181708943316,-0.0011346948256588975
Y_future_5d_return,2025-07-22,100,10,50,-0.3733820157485193,-0.36972097209720967,0.018162839334897013,-0.00526966216952199,0.010562502326748949,-0.023432501504419,-0.007600337008148064
Y_future_5d_return,2025-07-23,100,10,50,-0.2946453402253431,-0.23669966996699668,0.013431929943988055,-0.0074003763360546895,0.010692390500153234,-0.020832306280042744,-0.0027395394438348205
Y_future_5d_return,2025-07-24,100,10,50,-0.07076069665215169,0.023306330633063303,-0.009595247176674015,-0.0195653711068192,-0.008904834482159944,-0.009970123930145186,0.0006904126945140709
Y_future_5d_return,2025-07-25,100,10,50,-0.047023268833166904,0.053765376537653765,-0.01148122807576328,-0.0161164612267442,-0.010723658619659529,-0.004635233150980918,0.0007575694561037516
Y_future_5d_return,2025-07-28,100,10,50,-0.05841956750959894,0.02088208820882088,-0.010248560437674033,-0.007884168305644628,-0.010457071151415025,0.0023643921320294047,-0.00020851071374099195
Y_future_5d_return,2025-07-29,100,10,50,-0.12636383587578207,-0.19375318800164046,-0.008585120191629488,-0.015670873437235368,-0.010521395834500848,-0.00708575324560588,-0.0019362756428713598
Y_future_5d_return,2025-07-30,100,10,50,-0.1144347785924711,-0.1706335752590196,-3.5746391451919314e-06,-0.0038329841293702404,-0.0005518980562330399,-0.0038294094902250487,-0.000548323417087848
Y_future_5d_return,2025-07-31,100,10,50,-0.015810744882828975,-0.16271227122712267,0.012443923179005771,0.00589570375413193,0.00851302331017419,-0.006548219424873841,-0.003930899868831581
Y_future_5d_return,2025-08-01,100,10,50,-0.05726463944819795,-0.1742459473333595,0.012966581304516632,0.00135863710339444,0.010366759076924935,-0.011607944201122192,-0.002599822227591697
Y_future_5d_return,2025-08-04,100,10,50,0.0952326767342097,0.020078007800780076,0.015679951514094924,0.00896536337522532,0.01595324167037924,-0.006714588138869604,0.00027329015628431777
Y_future_5d_return,2025-08-05,100,10,50,0.3431718697921372,-0.07657965796579656,0.01251123192440516,0.007911672972517379,0.012814173875761304,-0.0045995589518877805,0.0003029419513561442
Y_future_5d_return,2025-08-06,100,10,50,0.14762852694984846,0.017425794856948687,0.02123283247175566,0.01641834332834654,0.024115224613682287,-0.00481448914340912,0.0028823921419266277
Y_future_5d_return,2025-08-07,100,10,50,0.0666302457053326,0.07952090634723705,0.017610367588482907,0.012914231828219611,0.020654314276191674,-0.004696135760263296,0.003043946687708767
Y_future_5d_return,2025-08-08,100,10,50,-0.07483742186903461,-0.08302430243024303,0.03282166827677287,0.016945554198471702,0.03492340903492135,-0.015876114078301164,0.002101740758148486
Y_future_5d_return,2025-08-11,100,10,50,-0.02735021612540936,0.000288028802880288,0.0363651730630517,0.024194282846306404,0.039516102201586675,-0.012170890216745299,0.003150929138534972
Y_future_5d_return,2025-08-12,100,10,50,-0.17099559399097458,-0.18233423342334232,0.027897749743266465,0.015012883017724882,0.024482066715893862,-0.012884866725541583,-0.0034156830273726034
Y_future_5d_return,2025-08-13,100,10,50,0.02992037070388435,0.022310231023102308,0.023005694347274886,0.02295721983620015,0.021559062076115243,-4.8474511074734355e-05,-0.0014466322711596431
Y_future_5d_return,2025-08-14,100,10,50,0.06846069356398525,0.013525352535253523,0.027812561165561224,0.026920943963674487,0.028201516438269295,-0.0008916172018867373,0.00038895527270807126
Y_future_5d_return,2025-08-15,100,10,50,0.1387065604144513,0.11483948394839483,0.03559788340588946,0.036686050881229934,0.03636161387493309,0.0010881674753404763,0.0007637304690436345
Y_future_5d_return,2025-08-18,100,10,50,0.1449188264970568,0.14836528162467505,0.04560546500843502,0.05525422326638341,0.047807926766477354,0.009648758257948385,0.002202461758042333
Y_future_5d_return,2025-08-19,100,10,50,-0.07775649233707674,-0.12318031803180317,0.04526928247637278,0.031928820367903635,0.041643663280876424,-0.013340462108469148,-0.0036256191954963587
Y_future_5d_return,2025-08-20,100,10,50,0.10212849818318691,0.06143488071106345,0.022960969063227074,0.043933303274642274,0.022174486179003448,0.0209723342114152,-0.0007864828842236264
Y_future_5d_return,2025-08-21,100,10,50,0.029731799438362145,0.04601260126012601,0.03800498102560865,0.05509331131958245,0.04258398319106412,0.017088330293973802,0.004579002165455474
Y_future_5d_return,2025-08-22,100,10,50,0.26218150527679746,0.26427842784278427,0.024429838442043227,0.0672508832657803,0.027520720668221536,0.04282104482373707,0.0030908822261783084
Y_future_5d_return,2025-08-25,100,10,50,-0.24915760094054135,-0.04967356344268247,0.0129006702611448,0.013297399672117202,0.010397162465437046,0.0003967294109724021,-0.0025035077957077535
Y_future_5d_return,2025-08-26,100,10,50,-0.2147299917748567,-0.16264026402640264,0.005974666080353357,-0.0014800981208992804,-0.0010804730001795254,-0.007454764201252637,-0.007055139080532883
Y_future_5d_return,2025-08-27,100,10,50,-0.15345389668124018,-0.16339633963396338,0.01134385516623378,0.00194535268053206,0.006586589084364314,-0.00939850248570172,-0.0047572660818694665
Y_future_5d_return,2025-08-28,100,10,50,0.1946824786090723,-0.1943354335433543,-0.023651058072206785,-0.04125746720123831,-0.02891134542655327,-0.017606409129031525,-0.005260287354346485
Y_future_5d_return,2025-08-29,100,10,50,0.13479500050280888,0.011425142514251425,-0.0037431823231532896,0.01213880551791954,-0.0025819670264660742,0.01588198784107283,0.0011612152966872153
Y_future_5d_return,2025-09-01,100,10,50,0.36578214955278143,0.1681298569570727,-0.006521800180935643,0.00254956266054518,-0.00015458092414212781,0.009071362841480822,0.006367219256793515
Y_future_5d_return,2025-09-02,100,10,50,-0.014021164509231375,-0.2061926192619262,-0.003298190055117606,-0.03081617447371679,-0.007490840062668127,-0.027517984418599185,-0.004192650007550521
Y_future_5d_return,2025-09-03,100,10,50,0.08836825666413439,-0.01681388315612422,0.006775481530297886,0.015268700850354578,0.00664981791861188,0.008493219320056693,-0.00012566361168600635
Y_future_5d_return,2025-09-04,100,10,50,0.4552262357383718,0.42912691269126907,0.05001004775036975,0.0970698646958916,0.0605942991798021,0.04705981694552185,0.010584251429432354
Y_future_5d_return,2025-09-05,100,10,50,-0.2880592833627617,-0.10147014701470146,0.021110032257954575,0.016190429945220068,0.01907200346127965,-0.004919602312734507,-0.0020380287966749247
Y_future_5d_return,2025-09-08,100,10,50,-0.0014957160489753128,0.12814881488148813,0.01631425438373725,0.031220442847706743,0.01821166116817723,0.014906188463969492,0.001897406784439979
Y_future_5d_return,2025-09-09,100,10,50,0.3644745669841865,0.2427122712271227,0.02680081338546864,0.08086515761808719,0.03535773822303399,0.05406434423261855,0.008556924837565347
Y_future_5d_return,2025-09-10,100,10,50,0.05445713225888085,0.11319531953195318,0.03096956149025286,0.06181578507007045,0.0352299507229628,0.03084622357981759,0.004260389232709938
Y_future_5d_return,2025-09-11,100,10,50,-0.1520039307423686,-0.11103843504652985,0.0008578765505190613,0.008454444293083101,-0.0011026186050982567,0.00759656774256404,-0.001960495155617318
Y_future_5d_return,2025-09-12,100,10,50,0.09418472185397204,0.07308730873087309,0.0007077603238849514,0.012508757646434932,-7.400306770938506e-05,0.01180099732254998,-0.0007817633915943365
Y_future_5d_return,2025-09-15,100,10,50,0.1823372766029418,0.09410141014101409,0.0030875465356762066,0.03564376128668145,0.00534532967692817,0.032556214751005244,0.0022577831412519634
Y_future_5d_return,2025-09-16,100,10,50,0.07368032002862855,0.070999099909991,-0.003398402018669491,0.00886306258843991,-0.0023714819646045242,0.0122614646071094,0.0010269200540649667
Y_future_5d_return,2025-09-17,100,10,50,-0.07470957365051267,0.0017281728172817278,0.0028480376104745497,0.003753254466607241,0.0030256102480733494,0.0009052168561326911,0.00017757263759879969
Y_future_5d_return,2025-09-18,100,10,50,-0.04638915699337879,0.07893284048381799,0.016541827761433103,0.02774429639956328,0.01883366782149318,0.011202468638130177,0.0022918400600600783
Y_future_5d_return,2025-09-19,100,10,50,0.14013915375448663,0.2369944104253404,0.005807320104548197,0.018536797899251167,0.00910709674218115,0.01272947779470297,0.0032997766376329533
Y_future_5d_return,2025-09-22,100,10,50,0.040361690781186656,0.16699669966996697,0.014160335603830154,0.026474753081710312,0.01774009818535807,0.012314417477880158,0.0035797625815279146
Y_future_5d_return,2025-09-23,100,10,50,0.04026541289984949,0.14977542686964163,0.02509134980546809,0.024248905485559327,0.02923090067392264,-0.0008424443199087639,0.00413955086845455
Y_future_5d_return,2025-09-24,100,10,50,-0.1250481222545312,-0.04184818481848185,0.027728106005185195,0.018320004799087693,0.025860287191077067,-0.009408101206097502,-0.0018678188141081284
Y_future_5d_return,2025-09-25,100,10,50,-0.015054166438349023,0.04247224722472246,0.002813182997016313,-0.00534607562439173,0.0025959692906751763,-0.008159258621408042,-0.00021721370634113658
Y_future_5d_return,2025-09-26,100,10,50,-0.15752406048365653,-0.2280183265616052,0.008729229309421788,-0.011462699729764911,0.007338130228480432,-0.0201919290391867,-0.0013910990809413567
Y_future_5d_return,2025-09-29,100,10,50,0.007550556863192145,0.03706581777939809,-0.01913530283912608,-0.044584141535434836,-0.018909570155383724,-0.025448838696308755,0.0002257326837423572
Y_future_5d_return,2025-09-30,100,10,50,0.006352530702559583,-0.058409840984098405,-0.012034480401298998,-0.03787270621836948,-0.015727088832822894,-0.025838225817070484,-0.0036926084315238965
Y_future_5d_return,2025-10-09,100,10,50,0.20904060112648534,0.0843204320432043,-0.02658740919568865,-0.023513955806079057,-0.027295038904103307,0.0030734533896095914,-0.0007076297084146581
Y_future_5d_return,2025-10-10,100,10,50,-0.293988386193701,-0.3621962196219622,-0.029273278221825415,-0.046201986194708375,-0.03645627901469061,-0.01692870797288296,-0.0071830007928651955
Y_future_5d_return,2025-10-13,100,10,50,0.026540558518615746,-0.11607560756075605,-0.016325859367716748,-0.027544724945772397,-0.01744582944971903,-0.01121886557805565,-0.0011199700820022813
Y_future_5d_return,2025-10-14,100,10,50,0.2281762241497538,0.2252031959301943,0.013732372406313531,0.035406302522564014,0.020090594027258536,0.021673930116250482,0.0063582216209450045
Y_future_5d_return,2025-10-15,100,10,50,0.013697454555866854,0.13226522652265224,-0.006323983206221381,-0.00713780841720018,-0.00552911470112271,-0.0008138252109787985,0.000794868505098671
Y_future_5d_return,2025-10-16,100,10,50,0.05372867240634375,0.1359860065592876,-0.00557047137809781,-0.01000774907426726,-0.003642789830224486,-0.004437277696169451,0.0019276815478733236
Y_future_5d_return,2025-10-17,100,10,50,0.029720974610084314,0.1386138613861386,0.030114869056323813,0.02507453725692569,0.03244975072642949,-0.005040331799398123,0.0023348816701056797
Y_future_5d_return,2025-10-20,100,10,50,-0.14281786967943963,-0.08597659765976598,0.03502683665234746,0.03918413606692846,0.03093684519938703,0.004157299414580998,-0.004089991452960431
Y_future_5d_return,2025-10-21,100,10,50,-0.007889097647732985,-0.02966705570687132,0.014014969360347155,0.02197159304045098,0.015942297513394578,0.007956623680103825,0.0019273281530474227
Y_future_5d_return,2025-10-22,100,10,50,0.1053784922848032,0.0114011401140114,0.03260847474762308,0.04106054888759518,0.0337360835455779,0.0084520741399721,0.0011276087979548224
Y_future_5d_return,2025-10-23,100,10,50,0.07772012185514877,-0.03847584758475848,0.020341677835715326,0.02785813687818215,0.023121326560903648,0.007516459042466825,0.0027796487251883217
Y_future_5d_return,2025-10-24,100,10,50,0.27754227569538037,0.038451960552109914,0.002407388176316674,0.00509795498481828,0.0026910637668328217,0.002690566808501606,0.00028367559051614786
Y_future_5d_return,2025-10-27,100,10,50,0.3415620720588275,0.28595259525952593,-0.005617733430310103,0.008400523311394011,0.0002366200566311401,0.014018256741704115,0.005854353486941243
Y_future_5d_return,2025-10-28,100,10,50,0.006259839750114139,-0.07097509750975098,-0.011834679012762068,-0.019307461388696788,-0.011877481475352995,-0.00747278237593472,-4.280246259092714e-05
Y_future_5d_return,2025-10-29,100,10,50,0.14411147255640333,0.23234323432343232,-0.022950013737671793,-0.013310027929909887,-0.015993246222897224,0.009639985807761906,0.006956767514774569
Y_future_5d_return,2025-10-30,100,10,50,-0.06063687337688932,-0.05527918631910035,0.0004158440039817589,-0.012526122162512471,0.0003042809231446665,-0.01294196616649423,-0.00011156308083709241
Y_future_5d_return,2025-10-31,100,10,50,0.0032315402298192055,0.09743774377437742,0.001866992810504563,0.0015821098950184798,0.005652120525954327,-0.0002848829154860832,0.0037851277154497638
Y_future_5d_return,2025-11-03,100,10,50,0.102102627452143,0.12124812481248125,0.003862316869518176,0.003765978654712411,0.0068120313910231675,-9.633821480576482e-05,0.0029497145215049915
Y_future_5d_return,2025-11-04,100,10,50,-0.02306981251073069,-0.07497149714971495,0.00977254945455851,0.02167965125312226,0.008629874144657894,0.01190710179856375,-0.0011426753099006166
Y_future_5d_return,2025-11-05,100,10,50,-0.06800519590961121,-0.041104110411041096,0.009905392470204688,0.01334472429966333,0.008543949704218427,0.003439331829458641,-0.0013614427659862614
Y_future_5d_return,2025-11-06,100,10,50,0.11660300396128727,0.15587158715871585,0.006901949965381492,0.02443982386877735,0.010379323598571443,0.01753787390339586,0.0034773736331899516
Y_future_5d_return,2025-11-07,100,10,50,0.03462846089079199,0.0013861427727118274,-0.004465756747918481,-0.0008824231768019697,-0.007822666324915602,0.0035833335711165115,-0.003356909576997121
Y_future_5d_return,2025-11-10,100,10,50,-0.003041472968522902,-0.06148233268054279,-0.01501125183132371,-0.014753600050233573,-0.015587911655524742,0.0002576517810901364,-0.0005766598242010323
Y_future_5d_return,2025-11-11,100,10,50,0.031172232058454,-0.0643144314431443,-0.01762663727322753,-0.01830510500961908,-0.018951936711758974,-0.000678467736391547,-0.0013252994385314423
Y_future_5d_return,2025-11-12,100,10,50,-0.1403803726699937,-0.016705670567056706,-0.018752333277690724,-0.016372405343268025,-0.019365899935841483,0.0023799279344226994,-0.000613566658150759
Y_future_5d_return,2025-11-13,100,10,50,-0.16183017651291393,-0.03681968196819682,-0.033148968299702514,-0.03706897368237205,-0.033711477007052036,-0.003920005382669539,-0.0005625087073495225
Y_future_5d_return,2025-11-14,100,10,50,0.07139725613241928,-0.02285028502850285,-0.04428228666706271,-0.058006468087113294,-0.04452938211914528,-0.013724181420050587,-0.0002470954520825755
Y_future_5d_return,2025-11-17,100,10,50,0.11076399797520356,0.03691569156915691,-0.03510926101604074,-0.042788850474950464,-0.033201999452433725,-0.007679589458909723,0.0019072615636070156
Y_future_5d_return,2025-11-18,100,10,50,0.006088095182014208,0.0029402940294029397,-0.01620826502591517,-0.018003843857018278,-0.017773212948646165,-0.001795578831103109,-0.0015649479227309963
Y_future_5d_return,2025-11-19,100,10,50,0.19171050702583345,-0.03242724272427242,-0.009629178574406027,-0.00866861556428592,-0.008991717049186786,0.0009605630101201072,0.0006374615252192403
Y_future_5d_return,2025-11-20,100,10,50,0.007583951990673016,-0.10882688268826882,-0.006513908121783308,-0.007658958996281641,-0.007000982733305391,-0.001145050874498333,-0.00048707461152208264
Y_future_5d_return,2025-11-21,100,10,50,0.05413908978628726,0.12172817281728171,0.025513513312963212,0.026545172031818276,0.030606608934320545,0.0010316587188550636,0.0050930956213573325
