model,date,candidate_pred_std,candidate_return_std,top10_mean_return,top50_mean_return,top10_excess_within_top50,candidate_size,top10_size
random_forest,2026-01-28,0.004620354752681172,0.03170666169231698,-0.0024413441662499,-0.0152580045497926,0.012816660383542702,50,10
random_forest,2026-01-29,0.024664344377186644,0.027630733205979516,-0.0209763987638953,-0.0260013456250682,0.005024946861172899,50,10
random_forest,2026-01-30,0.008082137046884642,0.028316792184248478,-0.0156052465797838,-0.0241198465262534,0.008514599946469598,50,10
random_forest,2026-02-02,0.0062522801908287805,0.023383896446633683,0.0454895141993637,0.0271426361450603,0.018346878054303403,50,10
random_forest,2026-02-03,0.004269915473426667,0.01677420785788739,0.0011250271421733,0.0097254076169698,-0.0086003804747965,50,10
random_forest,2026-02-04,0.0028642261012174633,0.015163456205026979,-0.010300655857202,0.0021247084513656,-0.0124253643085676,50,10
random_forest,2026-02-05,0.007027719963959145,0.026154626078355427,0.0405010337265145,0.0149515198554375,0.025549513871076998,50,10
random_forest,2026-02-06,0.006812764960079952,0.019345463227951002,0.021877185112064,0.0082419749714261,0.0136352101406379,50,10
random_forest,2026-02-09,0.0030422565212734607,0.016168210005197633,-1.7217534706330528e-05,-0.0034472568438563,0.0034300393091499697,50,10
random_forest,2026-02-10,0.0021315363299163224,0.02575932003286337,0.0032488104314871,-0.0015532972883811,0.0048021077198682,50,10
random_forest,2026-02-11,0.0022341240709455065,0.023175057623097982,0.0021965972736427,0.0017274535500408,0.00046914372360189996,50,10
random_forest,2026-02-12,0.00200838611566119,0.015489004759111108,-0.0028493210333291,-0.0011831368523155,-0.0016661841810136,50,10
random_forest,2026-02-13,0.0016627587928435639,0.039762763950014234,0.028990029481893,0.0142118523686874,0.014778177113205601,50,10
random_forest,2026-02-24,0.001181442115998945,0.04327153170725979,-0.0083302724062593,-0.0081993087033042,-0.00013096370295509994,50,10
random_forest,2026-02-25,0.001431825825323686,0.032604939482829255,-0.012488584948462,-0.02820140586978,0.015712820921318,50,10
random_forest,2026-02-26,0.0013446351536088143,0.03371231117079512,-0.0016433259670233,-0.0183448421955863,0.016701516228563,50,10
random_forest,2026-02-27,0.0020273669611107414,0.02846200497258643,-0.0082906670262321,-0.0138822357958103,0.0055915687695782,50,10
random_forest,2026-03-02,0.0032649581126323922,0.01925133291110967,-0.0179801203499845,-0.018093557982661,0.00011343763267650242,50,10
random_forest,2026-03-03,0.007890941380865052,0.028689163324656517,0.023766199313563,0.0124187481736209,0.011347451139942101,50,10
random_forest,2026-03-04,0.007724337267691572,0.02289589463646758,0.0161004338831005,0.026495038836127,-0.0103946049530265,50,10
random_forest,2026-03-05,0.008251825612562172,0.019384132553944396,0.0178752346236452,0.0155087144735441,0.002366520150101102,50,10
random_forest,2026-03-06,0.011505501406005009,0.020510085354770134,0.002770998498343,-0.0010180349041434,0.0037890334024864,50,10
random_forest,2026-03-09,0.0038204565484419766,0.02750110901947243,0.0082565251518182,0.0060857543216311,0.0021707708301870994,50,10
random_forest,2026-03-10,0.0023561626219429687,0.02254831639817154,-0.0121289894882723,-0.0134634540668798,0.0013344645786074992,50,10
random_forest,2026-03-11,0.0016843779662485006,0.019072558881526078,-0.0193970771731204,-0.0122059654711775,-0.007191111701942898,50,10
random_forest,2026-03-12,0.0014258733186564725,0.02811757647782731,-0.0315714717414713,-0.0285704149162177,-0.0030010568252535966,50,10
random_forest,2026-03-13,0.001759043618453455,0.02779740486285635,-0.0390571411037468,-0.0306958991157319,-0.008361241988014901,50,10
random_forest,2026-03-16,0.001844112813196179,0.02928485662075305,-0.0573058574394307,-0.0637128192805645,0.006406961841133804,50,10
linear,2025-04-10,0.0027663927060010934,0.01895981234376549,0.0023542348620452,0.0093386402109981,-0.0069844053489528995,50,10
linear,2025-04-11,0.0035436862938760067,0.016716692206184273,0.0062814227917742,0.0003613594102782,0.005920063381496,50,10
linear,2025-04-14,0.0021258845685545305,0.013991843328758316,0.0101089375617092,0.0052786096913941,0.0048303278703151,50,10
linear,2025-04-15,0.0015860120797892374,0.010446216766237422,0.01301687397455,0.0045512351546581,0.008465638819891898,50,10
linear,2025-04-16,0.002002572822572053,0.01989630641765899,0.0256322356784346,0.0126437947285168,0.0129884409499178,50,10
linear,2025-04-17,0.0027916237124602813,0.02027231735901704,0.0178221668344971,0.0086145544834979,0.0092076123509992,50,10
linear,2025-04-18,0.0018976278953769007,0.02005352454360213,0.0047841785841256,0.0124782071058737,-0.0076940285217481,50,10
linear,2025-04-21,0.0023938715426198385,0.025232021886150684,-0.0109068990637919,0.0038737497291883,-0.0147806487929802,50,10
linear,2025-04-22,0.0023588288684952227,0.021127207317696954,-0.0010626564076125,0.0019045746226733,-0.0029672310302858,50,10
linear,2025-04-23,0.0020934758002633877,0.009165333240058098,-0.0048169278665215,-0.0019787607553964,-0.0028381671111251,50,10
