日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,momentum_20,volatility_20,volume_mean_20,return_mean_20,amplitude_mean_20,turnover_mean_20,MA_5,MA_10,Y_next_day_return,Y_future_5d_return,Y_future_10d_return,Y_future_5d_vol_change,Y_future_10d_vol_change
2023-12-15,0.449,0.445,0.451,0.443,274896,12280412.5,1.79,-0.67,-0.003,0.75,-0.07098121085594988,0.010985379274874862,246509.45,-0.36150000000000004,1.6975000000000002,0.672,0.45120000000000005,0.4535,-0.0022471910112359383,-0.013483146067415741,0.006741573033707926,-0.13411096405356715,-0.14245674233589856
2023-12-18,0.445,0.444,0.449,0.441,275695,12279177.5,1.8,-0.22,-0.001,0.75,-0.0826446280991735,0.0104860039460042,249992.75,-0.4245000000000001,1.704,0.6815,0.44820000000000004,0.4516,-0.0045045045045044585,-0.011261261261261257,-0.006756756756756799,0.3226873940479291,0.1920906450596387
2023-12-19,0.445,0.442,0.445,0.439,244966,10805609.5,1.35,-0.45,-0.002,0.67,-0.08298755186721984,0.010486111998230763,248927.1,-0.42650000000000005,1.7094999999999998,0.6785,0.44580000000000003,0.45050000000000007,-0.004524886877828038,-0.020361990950226283,-0.004524886877828038,1.7631163242038639,0.5186981389631893
2023-12-20,0.443,0.44,0.446,0.439,184251,8136690.6,1.58,-0.45,-0.002,0.5,-0.0736842105263158,0.010206179683794612,249093.8,-0.37650000000000006,1.716,0.679,0.4438,0.44909999999999994,0.00454545454545463,-0.011363636363636354,-0.011363636363636354,4.018371059662198,0.6135648661514734
2023-12-21,0.439,0.442,0.443,0.436,384400,16903611.7,1.59,0.45,0.002,1.05,-0.07531380753138073,0.01012142874891973,261090.6,-0.38550000000000006,1.7429999999999999,0.7120000000000001,0.4426,0.44820000000000004,-0.006787330316742057,0.009049773755656076,-0.03167420814479638,2.411308677015106,0.6499312375101702
2023-12-22,0.443,0.439,0.443,0.435,263778,11543864.2,1.81,-0.68,-0.003,0.72,-0.07773109243697474,0.010142553509787584,267981.15,-0.3985,1.7810000000000001,0.7310000000000001,0.44139999999999996,0.44630000000000003,0.0,0.0205011389521641,-0.03872437357630987,2.207436235699658,1.7839354480250358
2023-12-25,0.437,0.439,0.44,0.436,177806,7775222.1,0.91,0.0,0.0,0.49,-0.06794055201698512,0.010059025769853748,269012.05,-0.34600000000000003,1.7530000000000001,0.734,0.4404,0.44430000000000003,-0.013667425968109326,0.004555808656036442,-0.03872437357630987,2.671706378941174,1.9645682530284074
2023-12-26,0.439,0.433,0.439,0.431,257089,11126777.0,1.82,-1.37,-0.006,0.7,-0.09414225941422594,0.009319195159306442,270630.15,-0.48900000000000005,1.738,0.7384999999999999,0.4386,0.44220000000000004,0.004618937644341736,0.01616628175519641,-0.025404157043879882,1.1441260874653452,1.5730818754998261
2023-12-27,0.432,0.435,0.435,0.43,156748,6787001.255,1.15,0.46,0.002,0.43,-0.0842105263157894,0.009549487427469755,258060.25,-0.43450000000000005,1.7429999999999999,0.7045000000000001,0.43759999999999993,0.4407,0.025287356321839205,0.0,-0.01379310344827589,1.0401499055150585,1.5393468229561713
2023-12-28,0.435,0.446,0.448,0.434,367136,16246643.9,3.22,2.53,0.011,1.0,-0.06498951781970641,0.011505913929902878,272929.75,-0.32900000000000007,1.8515000000000001,0.7449999999999999,0.4384,0.4405,0.004484304932735439,-0.04035874439461884,-0.04932735426008972,-0.3922277319234885,0.006011922318334362
2023-12-29,0.447,0.448,0.45,0.445,284487,12740351.1,1.12,0.45,0.002,0.78,-0.05882352941176461,0.011635250409595194,278003.0,-0.29600000000000004,1.834,0.759,0.44020000000000004,0.44079999999999997,-0.015625,-0.0580357142857143,-0.0535714285714286,-0.5937865565561458,-0.013669223636873062
2024-01-02,0.446,0.441,0.448,0.44,1148535,50775551.7,1.79,-1.56,-0.007,3.14,-0.04751619870410373,0.010595086723836742,319372.35,-0.23750000000000004,1.7765,0.8720000000000001,0.4406,0.4405,-0.0022675736961451642,-0.043083900226757454,-0.043083900226757454,-0.5674207507749595,-0.17190183717991936
2024-01-03,0.441,0.44,0.444,0.438,82496,3627828.82,1.36,-0.23,-0.001,0.23,-0.028697571743929395,0.009582795405410674,310253.7,-0.14100000000000007,1.7475,0.8475000000000001,0.442,0.4403,-0.011363636363636354,-0.040909090909090895,-0.06363636363636371,-0.47586200642460164,-0.018958640094087875
2024-01-04,0.44,0.435,0.44,0.432,289233,12564586.8,1.82,-1.14,-0.005,0.79,-0.04185022026431717,0.009791270118701503,310135.65,-0.20900000000000007,1.75,0.8470000000000001,0.442,0.4398000000000001,-0.016091954022988575,-0.01379310344827589,-0.04367816091954024,-0.18226283112217279,0.019299230700922987
2024-01-05,0.434,0.428,0.436,0.425,297901,12818187.0,2.53,-1.61,-0.007,0.81,-0.0509977827050998,0.010240930439295469,313016.0,-0.25650000000000006,1.7885000000000002,0.8545,0.4384,0.4384,-0.014018691588785104,-0.009345794392523366,-0.032710280373831835,0.3516217128284447,-0.09014111262762459
